,titleType,primaryTitle,startYear,genres,averageRating,numVotes
547,movie,A Simple Plan,1998.0,Crime Drama Thriller,7.5,63147
548,movie,Dilwale Dulhania Le Jayenge,1995.0,Drama Romance,8.1,63011
549,movie,Day of the Dead,1985.0,Horror Thriller,7.2,62972
550,movie,Kal Ho Naa Ho,2003.0,Comedy Drama Musical,8.0,62904
554,movie,The Man from Nowhere,2010.0,Action Crime Drama,7.8,62201
555,movie,The Peanut Butter Falcon,2019.0,Adventure Comedy Drama,7.6,62161
556,movie,Sympathy for Mr. Vengeance,2002.0,Crime Drama Thriller,7.6,62127
557,movie,Exit Through the Gift Shop,2010.0,Comedy Crime Documentary,8.0,62105
558,movie,Breaking the Waves,1996.0,Drama,7.8,61962
559,movie,Chungking Express,1994.0,Comedy Crime Drama,8.1,61930
560,movie,The Dead Zone,1983.0,Drama Horror Sci-Fi,7.2,61792
561,movie,The Dark Crystal,1982.0,Adventure Family Fantasy,7.2,61768
562,movie,Robot & Frank,2012.0,Comedy Crime Drama,7.1,61648
563,movie,13 Assassins,2010.0,Action Adventure Drama,7.6,61607
564,movie,Major League,1989.0,Comedy Sport,7.2,61595
565,movie,The Devil's Backbone,2001.0,Drama Horror,7.4,61500
567,movie,Blackfish,2013.0,Biography Documentary News,8.1,61438
568,movie,Control,2007.0,Biography Drama Music,7.7,61291
570,movie,Eighth Grade,2018.0,Comedy Drama,7.4,61182
571,movie,Palm Springs,2020.0,Comedy Fantasy Mystery,7.4,61146
572,movie,In the Mouth of Madness,1995.0,Drama Horror Mystery,7.2,61039
573,movie,Wonder Boys,2000.0,Comedy Drama,7.2,60976
575,movie,Fright Night,1985.0,Fantasy Horror Thriller,7.1,60910
577,movie,Elle,2016.0,Crime Drama Thriller,7.1,60630
578,movie,Eight Below,2006.0,Adventure Drama Family,7.3,60580
579,movie,Bhaag Milkha Bhaag,2013.0,Biography Drama Sport,8.2,60570
580,movie,Shoplifters,2018.0,Crime Drama,8.0,60526
581,movie,Waking Life,2001.0,Animation Drama Fantasy,7.8,60429
582,movie,Queen,2013.0,Adventure Comedy Drama,8.2,60297
583,movie,The Devil's Double,2011.0,Biography Drama Thriller,7.1,60016
585,movie,Paddington 2,2017.0,Adventure Comedy Family,7.8,59829
586,movie,The Girl Who Leapt Through Time,2006.0,Adventure Animation Comedy,7.7,59802
587,movie,Top Secret!,1984.0,Comedy Music,7.2,59787
588,movie,Capernaum,2018.0,Drama,8.4,59494
589,movie,Coffee and Cigarettes,2003.0,Comedy Drama Music,7.1,59477
591,movie,Friday Night Lights,2004.0,Action Drama Sport,7.2,58704
593,movie,Portrait of a Lady on Fire,2019.0,Drama Romance,8.1,58648
594,movie,Heavenly Creatures,1994.0,Biography Crime Drama,7.3,58631
595,movie,Fish Tank,2009.0,Drama,7.3,58608
597,movie,After Hours,1985.0,Comedy Crime Drama,7.7,58546
599,movie,The Legend of 1900,1998.0,Drama Music Romance,8.1,58508
600,movie,Everybody's Fine,2009.0,Drama,7.1,58474
604,movie,Brawl in Cell Block 99,2017.0,Action Crime Drama,7.1,58149
605,movie,Timecrimes,2007.0,Horror Mystery Sci-Fi,7.2,57911
606,movie,The Social Dilemma,2020.0,Documentary Drama,7.7,57893
607,movie,Marathon Man,1976.0,Crime Thriller,7.4,57820
609,movie,The Chaser,2008.0,Action Crime Thriller,7.8,57711
610,movie,A Beautiful Day in the Neighborhood,2019.0,Biography Drama,7.3,57665
611,movie,Come and See,1985.0,Drama Thriller War,8.3,57551
612,movie,The Fundamentals of Caring,2016.0,Comedy Drama,7.3,57469
614,movie,The Young Victoria,2009.0,Biography Drama History,7.3,57443
616,movie,Kahaani,2012.0,Mystery Thriller,8.1,57356
617,movie,Religulous,2008.0,Comedy Documentary War,7.6,57299
618,movie,Only the Brave,2017.0,Action Biography Drama,7.6,57194
621,movie,We Are Marshall,2006.0,Drama Sport,7.1,57120
622,movie,Fanny and Alexander,1982.0,Drama,8.1,57078
624,movie,The Chorus,2004.0,Drama Music,7.9,57003
625,movie,Excalibur,1981.0,Adventure Drama Fantasy,7.4,56934
626,movie,Richard Jewell,2019.0,Biography Crime Drama,7.5,56877
627,movie,Perfect Blue,1997.0,Animation Crime Mystery,8.0,56817
628,movie,Soylent Green,1973.0,Crime Mystery Sci-Fi,7.1,56796
629,movie,Shallow Grave,1994.0,Crime Thriller,7.3,56590
630,movie,Everything Is Illuminated,2005.0,Comedy Drama,7.4,56566
631,movie,The Body,2012.0,Mystery Thriller,7.6,56463
633,movie,Hera Pheri,2000.0,Action Comedy Crime,8.2,56386
635,movie,G.O.R.A.,2004.0,Adventure Comedy Sci-Fi,8.0,56264
636,movie,"4 Months, 3 Weeks and 2 Days",2007.0,Drama,7.9,56252
637,movie,Rudy,1993.0,Biography Drama Sport,7.5,56222
638,movie,A Tale of Two Sisters,2003.0,Drama Horror Mystery,7.2,56184
639,movie,The Little Prince,2015.0,Adventure Animation Drama,7.7,56176
640,movie,Re-Animator,1985.0,Comedy Horror Sci-Fi,7.2,56171
641,movie,Perfect Strangers,2016.0,Comedy Drama,7.8,56126
642,movie,Straw Dogs,1971.0,Crime Drama Thriller,7.5,55996
643,movie,Ghajini,2008.0,Action Drama Mystery,7.3,55972
644,movie,The Right Stuff,1983.0,Adventure Biography Drama,7.8,55927
645,movie,Perfect Sense,2011.0,Drama Romance Sci-Fi,7.1,55827
647,movie,Calvary,2014.0,Comedy Drama,7.4,55742
648,movie,The Piano Teacher,2001.0,Drama,7.5,55693
649,movie,The Great Debaters,2007.0,Biography Drama Romance,7.5,55672
650,movie,March of the Penguins,2005.0,Documentary Family,7.5,55665
651,movie,Magnum Force,1973.0,Action Crime Mystery,7.2,55631
654,movie,The Mission,1986.0,Adventure Drama History,7.4,55487
655,movie,Best in Show,2000.0,Comedy,7.4,55464
656,movie,Bad Education,2004.0,Crime Drama,7.4,55436
657,movie,Murder on the Orient Express,1974.0,Crime Drama Mystery,7.3,55324
658,movie,Sexy Beast,2000.0,Crime Drama Thriller,7.3,55048
659,movie,Night on Earth,1991.0,Comedy Drama,7.8,54858
660,movie,Underground,1995.0,Comedy Drama War,8.1,54851
661,movie,Dark Waters,2019.0,Biography Drama History,7.6,54834
662,movie,Final Fantasy VII: Advent Children,2005.0,Action Adventure Animation,7.2,54828
663,movie,Waltz with Bashir,2008.0,Animation Biography Documentary,8.0,54826
665,movie,Terms of Endearment,1983.0,Comedy Drama,7.4,54686
666,movie,The Square,2017.0,Comedy Drama,7.2,54624
667,movie,Animal Kingdom,2010.0,Crime Drama,7.3,54466
668,movie,Benny & Joon,1993.0,Comedy Drama Romance,7.2,54452
669,movie,Chariots of Fire,1981.0,Biography Drama Sport,7.2,54375
670,movie,The Return of the Living Dead,1985.0,Comedy Horror Sci-Fi,7.3,54357
671,movie,The Player,1992.0,Comedy Crime Drama,7.5,54306
672,movie,In the Loop,2009.0,Comedy,7.4,54293
673,movie,Crimes and Misdemeanors,1989.0,Comedy Drama,7.9,54293
677,movie,Thirteen Days,2000.0,Drama History Thriller,7.3,53779
680,movie,Wristcutters: A Love Story,2006.0,Comedy Drama Fantasy,7.3,53578
681,movie,Woman in Gold,2015.0,Biography Drama History,7.3,53479
683,movie,A River Runs Through It,1992.0,Drama,7.2,53280
685,movie,The Ice Storm,1997.0,Drama,7.4,53243
686,movie,Papillon,2017.0,Adventure Biography Crime,7.2,53227
687,movie,The Dressmaker,2015.0,Comedy Drama,7.1,53137
688,movie,Free Solo,2018.0,Adventure Documentary Sport,8.2,53131
690,movie,The Christmas Chronicles,2018.0,Adventure Comedy Family,7.1,53093
691,movie,Chaplin,1992.0,Biography Comedy Drama,7.6,53050
692,movie,"I, Daniel Blake",2016.0,Drama,7.9,52972
693,movie,Grizzly Man,2005.0,Biography Documentary,7.8,52840
694,movie,Invasion of the Body Snatchers,1978.0,Horror Sci-Fi,7.4,52810
697,movie,The Jerk,1979.0,Comedy,7.2,52724
701,movie,Ida,2013.0,Drama,7.4,52589
702,movie,Win Win,2011.0,Comedy Drama Sport,7.1,52567
703,movie,Airlift,2016.0,Drama History,8.0,52560
705,movie,Baby,2015.0,Action Thriller,8.0,52488
706,movie,Man on Wire,2008.0,Biography Crime Documentary,7.7,52427
707,movie,Pale Rider,1985.0,Drama Western,7.3,52421
710,movie,The Age of Innocence,1993.0,Drama Romance,7.2,52284
711,movie,Days of Heaven,1978.0,Drama Romance,7.8,52282
712,movie,The Gods Must Be Crazy,1980.0,Adventure Comedy,7.3,52258
713,movie,Victoria,2015.0,Crime Drama Romance,7.6,52206
714,movie,Citizenfour,2014.0,Biography Documentary History,8.0,52159
716,movie,Secondhand Lions,2003.0,Comedy Drama Family,7.5,52123
717,movie,Sneakers,1992.0,Comedy Crime Drama,7.1,52101
718,movie,Hotel Mumbai,2018.0,Action Drama History,7.6,51951
719,movie,"Aguirre, the Wrath of God",1972.0,Action Adventure Biography,7.9,51942
720,movie,Beautiful Boy,2018.0,Biography Drama,7.3,51893
721,movie,The Last Temptation of Christ,1988.0,Drama,7.5,51861
722,movie,Lords of Dogtown,2005.0,Biography Drama Sport,7.1,51818
724,movie,A Bridge Too Far,1977.0,Drama History War,7.4,51725
725,movie,The World's Fastest Indian,2005.0,Biography Drama Sport,7.8,51717
727,movie,Little Women,1994.0,Drama Family Romance,7.3,51564
728,movie,Menace II Society,1993.0,Crime Drama Thriller,7.5,51530
729,movie,The Light Between Oceans,2016.0,Drama Romance,7.2,51521
730,movie,Dolemite Is My Name,2019.0,Biography Comedy Drama,7.3,51514
731,movie,Mother,2009.0,Crime Drama Mystery,7.8,51423
732,movie,Quills,2000.0,Biography Drama,7.3,51388
733,movie,Pride,2014.0,Biography Comedy Drama,7.8,51384
735,movie,The Killing Fields,1984.0,Biography Drama History,7.8,51251
736,movie,OMG: Oh My God!,2012.0,Comedy Drama Fantasy,8.1,51102
738,movie,Shine,1996.0,Biography Drama Music,7.7,51041
739,movie,Climax,2018.0,Drama Horror Music,7.1,51017
740,movie,Head-On,2004.0,Drama Romance,7.9,50982
741,movie,Sholay,1975.0,Action Adventure Comedy,8.2,50908
742,movie,Whisper of the Heart,1995.0,Animation Drama Family,7.9,50907
743,movie,Arthur Christmas,2011.0,Adventure Animation Comedy,7.1,50881
744,movie,Soorarai Pottru,2020.0,Drama,8.7,50869
745,movie,The Crying Game,1992.0,Crime Drama Romance,7.2,50781
746,movie,'71,2014.0,Action Crime Drama,7.2,50761
747,movie,The Man Who Knew Infinity,2015.0,Biography Drama,7.2,50681
749,movie,Song of the Sea,2014.0,Adventure Animation Drama,8.1,50599
750,movie,Special 26,2013.0,Crime Drama Thriller,8.0,50595
752,movie,Alive,1993.0,Biography Drama Thriller,7.1,50535
754,movie,2046,2004.0,Drama Romance Sci-Fi,7.4,50507
755,movie,5 Centimeters Per Second,2007.0,Animation Drama Family,7.6,50505
756,movie,"Black Cat, White Cat",1998.0,Comedy Crime Romance,8.1,50495
757,movie,The Adventures of Baron Munchausen,1988.0,Adventure Comedy Fantasy,7.2,50458
759,movie,Tell No One,2006.0,Crime Drama Mystery,7.5,50431
760,movie,The Wailing,2016.0,Horror Mystery Thriller,7.5,50425
761,movie,My Own Private Idaho,1991.0,Drama,7.1,50387
762,movie,The Salesman,2016.0,Drama Thriller,7.8,50368
763,movie,The Triplets of Belleville,2003.0,Animation Comedy Drama,7.8,50364
764,movie,Bound,1996.0,Crime Thriller,7.3,50274
766,movie,Haider,2014.0,Action Crime Drama,8.1,50100
767,movie,The Proposition,2005.0,Crime Drama Western,7.3,50049
768,movie,3-Iron,2004.0,Crime Drama Romance,8.0,50001
770,movie,The Lunchbox,2013.0,Drama Romance,7.8,49999
771,movie,Loving Vincent,2017.0,Animation Biography Crime,7.8,49993
772,movie,Mommy,2014.0,Drama,8.1,49986
773,movie,Leave No Trace,2018.0,Drama,7.2,49963
776,movie,"Sex, Lies, and Videotape",1989.0,Drama,7.2,49865
777,movie,Show Me Love,1998.0,Comedy Drama Romance,7.5,49747
778,movie,High Plains Drifter,1973.0,Drama Mystery Western,7.5,49536
779,movie,Hamilton,2020.0,Biography Drama History,8.6,49503
780,movie,Moonstruck,1987.0,Comedy Drama Romance,7.1,49482
781,movie,Don't Look Now,1973.0,Drama Mystery Thriller,7.2,49431
782,movie,Nine Queens,2000.0,Crime Drama Thriller,7.9,49386
783,movie,The Flowers of War,2011.0,Drama History Romance,7.6,49351
784,movie,"Food, Inc.",2008.0,Documentary News,7.8,49249
786,movie,Dead Man's Shoes,2004.0,Crime Drama Thriller,7.6,49124
787,movie,Don 2,2011.0,Action Crime Thriller,7.1,49117
789,movie,Andaz Apna Apna,1994.0,Action Comedy Romance,8.2,48964
790,movie,Leviathan,2014.0,Crime Drama,7.6,48929
792,movie,Ip Man 3,2015.0,Action Biography Drama,7.1,48719
793,movie,Veer-Zaara,2004.0,Drama Family Musical,7.8,48648
794,movie,The Farewell,2019.0,Comedy Drama,7.6,48630
795,movie,Force Majeure,2014.0,Comedy Drama,7.3,48605
799,movie,The Cat Returns,2002.0,Adventure Animation Comedy,7.2,48315
800,movie,Amy,2015.0,Biography Documentary Music,7.8,48299
801,movie,Departures,2008.0,Drama Music,8.1,48279
803,movie,The Muppet Christmas Carol,1992.0,Comedy Drama Family,7.7,47992
804,movie,Cold War,2018.0,Drama History Music,7.6,47948
805,movie,Cabaret,1972.0,Drama Music Musical,7.8,47945
806,movie,The Big Blue,1988.0,Adventure Drama Sport,7.6,47900
808,movie,Pain and Glory,2019.0,Drama,7.5,47864
809,movie,Three Days of the Condor,1975.0,Mystery Thriller,7.4,47861
811,movie,Detroit,2017.0,Crime Drama History,7.3,47740
813,movie,Burning,2018.0,Drama Mystery,7.5,47675
814,movie,Miracle,2004.0,Biography Drama History,7.5,47624
815,movie,Who Am I,2014.0,Crime Drama Mystery,7.6,47600
816,movie,Kuch Kuch Hota Hai,1998.0,Comedy Drama Musical,7.6,47590
819,movie,Down by Law,1986.0,Comedy Crime Drama,7.8,47524
821,movie,American Splendor,2003.0,Biography Comedy Drama,7.4,47472
823,movie,Mid90s,2018.0,Comedy Drama,7.4,47428
824,movie,Buffalo '66,1998.0,Comedy Drama Romance,7.5,47417
825,movie,Colonia,2015.0,Biography Drama History,7.1,47400
826,movie,Bull Durham,1988.0,Comedy Romance Sport,7.1,47369
827,movie,Jab We Met,2007.0,Comedy Drama Romance,7.9,47293
829,movie,Steel Magnolias,1989.0,Comedy Drama Romance,7.3,47161
830,movie,The Cove,2009.0,Biography Crime Documentary,8.4,47117
832,movie,First Reformed,2017.0,Drama Mystery Thriller,7.1,47066
834,movie,The Blind Swordsman: Zatoichi,2003.0,Action Comedy Crime,7.5,46998
835,movie,Sanju,2018.0,Biography Comedy Drama,7.8,46934
836,movie,The Purple Rose of Cairo,1985.0,Comedy Fantasy Romance,7.7,46809
837,movie,Naked Lunch,1991.0,Drama,7.1,46773
838,movie,This Boy's Life,1993.0,Biography Drama,7.3,46715
839,movie,Ordinary People,1980.0,Drama,7.7,46601
841,movie,A Man Called Ove,2015.0,Comedy Drama Romance,7.7,46570
843,movie,Hard Boiled,1992.0,Action Crime Thriller,7.8,46451
845,movie,"The Adventures of Priscilla, Queen of the Desert",1994.0,Comedy Music,7.4,46266
846,movie,The Wind that Shakes the Barley,2006.0,Drama War,7.5,46229
847,movie,Can You Ever Forgive Me?,2018.0,Biography Comedy Crime,7.1,46121
851,movie,Kon-Tiki,2012.0,Adventure Biography Drama,7.2,45617
852,movie,Black Dynamite,2009.0,Action Comedy,7.4,45557
853,movie,Kill the Irishman,2011.0,Biography Crime Drama,7.1,45541
855,movie,Winter Sleep,2014.0,Drama,8.1,45465
856,movie,The Killer,1989.0,Action Crime Drama,7.8,45419
858,movie,A Silent Voice: The Movie,2016.0,Animation Drama Family,8.1,45258
859,movie,Adam's Apples,2005.0,Comedy Crime Drama,7.8,45220
861,movie,My Sassy Girl,2001.0,Comedy Drama Romance,8.0,45176
864,movie,Darbareye Elly,2009.0,Drama Mystery Thriller,8.0,45031
866,movie,The Imposter,2012.0,Biography Crime Documentary,7.5,45008
869,movie,"Two Days, One Night",2014.0,Drama,7.3,44931
870,movie,Much Ado About Nothing,1993.0,Comedy Drama Romance,7.3,44914
873,movie,11:14,2003.0,Crime Drama Mystery,7.2,44721
874,movie,The Past,2013.0,Drama Mystery,7.8,44689
875,movie,The Great Mouse Detective,1986.0,Adventure Animation Family,7.2,44653
877,movie,Kabhi Khushi Kabhie Gham...,2001.0,Drama Musical Romance,7.4,44598
878,movie,Son of Saul,2015.0,Drama War,7.5,44598
881,movie,Sleuth,1972.0,Mystery Thriller,8.0,44535
882,movie,Mongol: The Rise of Genghis Khan,2007.0,Action Biography Drama,7.2,44469
883,movie,Far from the Madding Crowd,2015.0,Drama Romance,7.1,44426
884,movie,No Man's Land,2001.0,Comedy Drama War,7.9,44388
885,movie,The Man Who Would Be King,1975.0,Adventure History War,7.8,44384
887,movie,Che: Part One,2008.0,Biography Drama History,7.2,44087
888,movie,Blow Out,1981.0,Crime Drama Mystery,7.4,44075
889,movie,Just Mercy,2019.0,Biography Crime Drama,7.6,44033
890,movie,A Royal Affair,2012.0,Biography Drama History,7.5,43912
891,movie,The Natural,1984.0,Drama Sport,7.5,43890
892,movie,Toni Erdmann,2016.0,Comedy Drama,7.4,43788
894,movie,CM101MMXI Fundamentals,2013.0,Comedy Documentary,9.2,43750
895,movie,Far from Heaven,2002.0,Drama Romance,7.3,43733
896,movie,The Message,1976.0,Biography Drama History,8.2,43600
897,movie,Assault on Precinct 13,1976.0,Action Crime Thriller,7.4,43565
898,movie,Red Cliff,2008.0,Action Adventure Drama,7.4,43517
900,movie,Rab Ne Bana Di Jodi,2008.0,Comedy Drama Music,7.2,43501
901,movie,Anthropoid,2016.0,Action Biography Drama,7.2,43465
903,movie,The Hitcher,1986.0,Action Thriller,7.2,43334
905,movie,Batman: Mask of the Phantasm,1993.0,Action Animation Crime,7.8,43255
906,movie,Candy,2006.0,Drama Romance,7.2,43196
907,movie,Starred Up,2013.0,Crime Drama,7.4,43141
910,movie,The Counterfeiters,2007.0,Crime Drama History,7.6,43085
915,movie,Glory Road,2006.0,Biography Drama Sport,7.2,42884
916,movie,1 - Nenokkadine,2014.0,Action Thriller,8.1,42847
917,movie,The Guilty,2018.0,Crime Drama Thriller,7.5,42797
920,movie,"Carry On, Munna Bhai",2006.0,Comedy Drama Romance,8.1,42746
921,movie,Life as a House,2001.0,Drama,7.5,42740
922,movie,The Legend of Drunken Master,1994.0,Action Comedy,7.6,42728
923,movie,Hoosiers,1986.0,Drama Sport,7.5,42680
925,movie,Uri: The Surgical Strike,2019.0,Action Drama War,8.2,42649
926,movie,Cowboy Bebop: The Movie,2001.0,Action Animation Crime,7.9,42591
929,movie,Lilya 4-Ever,2002.0,Crime Drama,7.8,42420
931,movie,Thirst,2009.0,Drama Fantasy Horror,7.1,42342
932,movie,Deconstructing Harry,1997.0,Comedy,7.4,42287
937,movie,Udaan,2010.0,Drama,8.2,42063
938,movie,Short Cuts,1993.0,Comedy Drama,7.7,42060
939,movie,Conviction,2010.0,Biography Crime Drama,7.2,42057
940,movie,The Peanuts Movie,2015.0,Animation Comedy Family,7.1,42025
941,movie,The Return,2003.0,Drama,8.0,42023
942,movie,The Last Picture Show,1971.0,Drama Romance,8.0,42022
944,movie,Paper Moon,1973.0,Comedy Crime Drama,8.1,41967
945,movie,Sophie's Choice,1982.0,Drama Romance,7.6,41795
946,movie,Hard Eight,1996.0,Crime Drama,7.2,41775
947,movie,Mudbound,2017.0,Drama War,7.4,41759
948,movie,Five Feet Apart,2019.0,Drama Romance,7.2,41749
949,movie,The Double Life of Véronique,1991.0,Drama Fantasy Music,7.8,41693
950,movie,Look Who's Back,2015.0,Comedy Drama Fantasy,7.1,41680
953,movie,The Visitor,2007.0,Drama,7.6,41417
954,movie,People Like Us,2012.0,Comedy Drama,7.1,41395
956,movie,Holy Motors,2012.0,Drama Fantasy,7.1,41252
957,movie,The Damned United,2009.0,Biography Drama Sport,7.5,41218
958,movie,If Beale Street Could Talk,2018.0,Drama Romance,7.1,41187
959,movie,Better Off Dead...,1985.0,Comedy Romance,7.1,41180
961,movie,Frenzy,1972.0,Thriller,7.4,41158
962,movie,Once Upon a Time in Anatolia,2011.0,Crime Drama,7.9,41153
963,movie,Dead Ringers,1988.0,Drama Horror Thriller,7.3,41088
964,movie,The Sessions,2012.0,Biography Comedy Drama,7.2,41086
965,movie,Arizona Dream,1993.0,Comedy Drama Fantasy,7.3,41076
966,movie,Capitalism: A Love Story,2009.0,Crime Documentary History,7.4,41038
967,movie,Shutter,2004.0,Horror Mystery Thriller,7.1,41020
968,movie,Casualties of War,1989.0,Crime Drama War,7.1,40819
969,movie,Catfish,2010.0,Documentary Drama Mystery,7.1,40811
974,movie,The Poseidon Adventure,1972.0,Action Adventure Drama,7.1,40634
975,movie,Dirty Pretty Things,2002.0,Crime Drama Thriller,7.3,40508
976,movie,In America,2002.0,Drama,7.7,40299
977,movie,Of Mice and Men,1992.0,Drama Western,7.5,40240
978,movie,Transamerica,2005.0,Adventure Comedy Drama,7.4,40191
980,movie,Withnail & I,1987.0,Comedy Drama,7.7,39954
986,movie,Mirage,2018.0,Drama Fantasy Mystery,7.4,39781
987,movie,Zelig,1983.0,Comedy,7.7,39675
988,movie,North Country,2005.0,Drama,7.3,39667
990,movie,Sleeper,1973.0,Comedy Sci-Fi,7.2,39628
991,movie,20th Century Women,2016.0,Comedy Drama,7.3,39624
992,movie,Amarcord,1973.0,Comedy Drama,7.9,39557
995,movie,The Tenant,1976.0,Drama Thriller,7.7,39488
996,movie,Balto,1995.0,Adventure Animation Drama,7.1,39474
998,movie,Vicky Donor,2012.0,Comedy Romance,7.8,39411
999,movie,The Mirror,1975.0,Biography Drama,8.1,39397
1000,movie,Tangerines,2013.0,Drama War,8.2,39377
1001,movie,A Room with a View,1985.0,Drama Romance,7.3,39346
