,titleType,primaryTitle,startYear,genres,averageRating,numVotes
2670,movie,The Pervert's Guide to Ideology,2012.0,Documentary,7.7,6238
2674,movie,Glass Tiger,2001.0,Comedy,7.7,6224
2676,movie,My Hero Academia: Two Heroes,2018.0,Action Adventure Animation,7.5,6218
2677,movie,The Disappearance of Haruhi Suzumiya,2010.0,Animation Drama Family,8.1,6213
2685,movie,Sye Raa Narasimha Reddy,2019.0,Action Adventure Drama,7.5,6191
2688,movie,Stanley Ka Dabba,2011.0,Comedy Drama Family,7.8,6183
2690,movie,TT3D: Closer to the Edge,2011.0,Documentary Sport,8.0,6181
2691,movie,African Cats,2011.0,Adventure Documentary,7.6,6173
2693,movie,Another Round,2020.0,Comedy Drama,8.1,6166
2694,movie,The Hidden Blade,2004.0,Action Drama History,7.7,6162
2708,movie,Homecoming: A Film by Beyoncé,2019.0,Documentary Music,7.5,6099
2709,movie,Outfoxed: Rupert Murdoch's War on Journalism,2004.0,Documentary,7.5,6091
2722,movie,"Ruben Brandt, Collector",2018.0,Action Animation Crime,7.5,6056
2725,movie,Crossing the Bridge: The Sound of Istanbul,2005.0,Documentary Music,7.9,6053
2729,movie,The Professional,2003.0,Comedy Drama,8.5,6046
2734,movie,Gett,2014.0,Drama,7.7,6029
2741,movie,Dasvidaniya,2008.0,Comedy Drama,7.8,6004
2744,movie,Monpura,2009.0,Crime Drama Musical,8.6,5984
2749,movie,Dig!,2004.0,Documentary Music,7.8,5972
2751,movie,The Tunnel,2001.0,Drama History Thriller,7.7,5969
2753,movie,Masquerade,2012.0,Drama History,7.8,5956
2755,movie,Foo Fighters: Back and Forth,2011.0,Documentary Music,8.3,5946
2758,movie,The Yacoubian Building,2006.0,Drama,7.5,5940
2759,movie,Aligarh,2015.0,Biography Drama,7.8,5931
2763,movie,The Pixar Story,2007.0,Documentary,7.8,5919
2768,movie,Montage,2013.0,Drama Thriller,7.5,5904
2769,movie,Bogowie,2014.0,Biography Drama,7.7,5902
2776,movie,Memories,2013.0,Mystery Thriller,8.0,5879
2778,movie,Best of Enemies: Buckley vs. Vidal,2015.0,Biography Documentary History,7.6,5867
2783,movie,Invisible Life,2019.0,Drama,7.8,5853
2784,movie,Mumbai Meri Jaan,2008.0,Drama,7.7,5853
2792,movie,Deiji,2006.0,Drama Romance,7.5,5835
2793,movie,Any Day Now,2012.0,Drama,7.5,5830
2794,movie,Cha no aji,2004.0,Comedy Fantasy,7.7,5829
2797,movie,On Probation,2005.0,Action Comedy Crime,7.6,5822
2799,movie,One Piece: Z,2012.0,Action Adventure Animation,7.9,5812
2800,movie,Live and Become,2005.0,Drama,7.8,5811
2801,movie,Marina Abramovic: The Artist Is Present,2012.0,Biography Documentary History,7.9,5808
2810,movie,The Dark Horse,2014.0,Biography Drama,7.5,5776
2811,movie,Behzat Ç. Ankara Yaniyor,2013.0,Action Adventure Crime,7.5,5765
2817,movie,5 Broken Cameras,2011.0,Documentary War,7.9,5729
2819,movie,Mumbai Police,2013.0,Mystery Thriller,8.0,5725
2822,movie,The Border Post,2006.0,Comedy Drama,7.6,5722
2823,movie,Lisbela and the Prisoner,2003.0,Comedy Romance,7.5,5716
2824,movie,Pelli Choopulu,2016.0,Comedy Drama Romance,8.2,5715
2827,movie,The World is Big and Salvation Lurks Around the Corner,2008.0,Drama,8.0,5704
2829,movie,Papanasam,2015.0,Drama Thriller,8.4,5692
2833,movie,Dhruva,2016.0,Action Crime Thriller,7.8,5684
2834,movie,Kill Bill: The Whole Bloody Affair,2011.0,Action Crime Thriller,8.8,5684
2836,movie,Autumn,2008.0,Drama,7.8,5676
2837,movie,303,2018.0,Comedy Drama Romance,7.5,5675
2844,movie,Troubled Water,2008.0,Drama Music,7.6,5661
2845,movie,Toss-Up,2004.0,Drama,7.6,5659
2848,movie,Dor,2006.0,Drama,7.9,5653
2857,movie,"Life, Animated",2016.0,Comedy Documentary Drama,7.5,5626
2859,movie,Cherry Blossoms,2008.0,Drama Romance,7.6,5614
2862,movie,Road to Ninja - Naruto the Movie,2012.0,Action Adventure Animation,7.7,5595
2863,movie,Boats Out of Watermelon Rinds,2004.0,Comedy Drama Family,7.9,5590
2874,movie,Nil Battey Sannata,2015.0,Drama Family,8.3,5548
2877,movie,A Long Story,2012.0,Drama,7.6,5537
2879,movie,Hope,2013.0,Drama,8.3,5533
2882,movie,Ne Zha,2019.0,Action Adventure Animation,7.5,5525
2883,movie,Silent Wedding,2008.0,Comedy Drama History,7.9,5524
2884,movie,Failan,2001.0,Drama Romance,7.6,5519
2888,movie,Kaakkaa Muttai,2014.0,Comedy Drama,8.4,5486
2893,movie,Zero 2,2010.0,Comedy Thriller,7.6,5461
2895,movie,What Men Talk About,2010.0,Comedy,7.6,5455
2898,movie,Velaiyilla Pattathari,2014.0,Action Comedy Drama,7.8,5447
2906,movie,The Gatekeepers,2012.0,Documentary History War,7.6,5425
2912,movie,The Sun of Gnosis,2020.0,Comedy,7.9,5394
2915,movie,Les Misérables in Concert: The 25th Anniversary,2010.0,Drama Music Musical,8.8,5375
2917,movie,Grave Decisions,2006.0,Comedy Drama,7.5,5367
2921,movie,Darwin's Nightmare,2004.0,Documentary,7.5,5356
2931,movie,Everlasting Moments,2008.0,Drama History,7.5,5321
2932,movie,The Seven Five,2014.0,Biography Crime Documentary,7.6,5315
2942,movie,A Simple Life,2011.0,Drama,7.5,5278
2944,movie,Jallikattu,2019.0,Action Crime,7.6,5276
2953,movie,Bittersweet,2010.0,Comedy Drama,7.9,5257
2956,movie,Estomago: A Gastronomic Story,2007.0,Comedy Drama,7.8,5252
2957,movie,The Biggest Little Farm,2018.0,Documentary,8.1,5250
2960,movie,Nerkonda Paarvai,2019.0,Action Drama Thriller,8.1,5244
2963,movie,Adolf Hitler: The Greatest Story Never Told,2013.0,Biography Documentary History,7.5,5231
2969,movie,Seethamma Vakitlo Sirimalle Chettu,2013.0,Comedy Drama Family,7.5,5219
2971,movie,HyperNormalisation,2016.0,Documentary,8.3,5208
2975,movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019.0,Biography Documentary History,7.6,5195
2976,movie,The Inevitable Defeat of Mister & Pete,2013.0,Drama,7.5,5189
2977,movie,Iron Maiden: Flight 666,2009.0,Documentary Music,8.3,5184
2981,movie,Unnaipol Oruvan,2009.0,Crime Drama Mystery,8.0,5170
2985,movie,When We Leave,2010.0,Drama,7.5,5158
2986,movie,The House I Live In,2012.0,Documentary,7.9,5158
2987,movie,Arya,2004.0,Action Drama Romance,7.8,5156
2989,movie,Bill Cunningham: New York,2010.0,Biography Documentary History,7.9,5155
2990,movie,The Attorney,2013.0,Drama,7.7,5147
2993,movie,More Than a Game,2008.0,Biography Documentary Sport,7.6,5138
2996,movie,Legend No. 17,2013.0,Biography Drama Sport,7.5,5120
2999,movie,LA 92,2017.0,Crime Documentary History,8.2,5114
3001,movie,Tales from the Golden Age,2009.0,Comedy History,7.8,5110
3004,movie,The Yes Men Fix the World,2009.0,Comedy Documentary,7.6,5099
3007,movie,Ugramm,2014.0,Action Drama Thriller,8.1,5089
3010,movie,Sunny,2011.0,Comedy Drama,7.8,5079
3015,movie,Phas Gaye Re Obama,2010.0,Comedy Crime Drama,7.5,5069
3017,movie,Natsamrat,2016.0,Drama Family,9.0,5061
3025,movie,100 Meters,2016.0,Biography Comedy Drama,7.5,5047
3027,movie,Fate: Tales About Darkness,2001.0,Drama,7.6,5041
3030,movie,Valley Uprising,2014.0,Documentary,8.1,5039
3031,movie,Pithamagan,2003.0,Action Drama,8.4,5033
3034,movie,The Rocket,2005.0,Biography Drama Sport,7.6,5027
3040,movie,Nostalgia for the Light,2010.0,Documentary,7.6,5004
